epoch;accuracy;loss;val_accuracy;val_loss
0;0.2578415870666504;2.1580140590667725;0.32218092679977417;1.744174838066101
1;0.3710792064666748;1.6774855852127075;0.4175960421562195;1.6193803548812866
2;0.4093567132949829;1.5776751041412354;0.44485750794410706;1.4999326467514038
3;0.4502924084663391;1.5006401538848877;0.4287484586238861;1.498770833015442
4;0.49175968766212463;1.3941575288772583;0.4869888424873352;1.4271528720855713
5;0.5188729166984558;1.3470690250396729;0.4745972752571106;1.4587535858154297
6;0.5364168286323547;1.2799360752105713;0.5315985083580017;1.3326468467712402
7;0.5661882162094116;1.256161093711853;0.5055761933326721;1.4155316352844238
8;0.5661882162094116;1.2175174951553345;0.5130111575126648;1.3618818521499634
9;0.5906432867050171;1.1641937494277954;0.551425039768219;1.298220157623291
10;0.6002126336097717;1.125179648399353;0.5216852426528931;1.3503528833389282
11;0.6188197731971741;1.0711511373519897;0.5278810262680054;1.3453632593154907
12;0.6273258924484253;1.0694143772125244;0.5526641607284546;1.2997738122940063
13;0.6140350699424744;1.077459692955017;0.5315985083580017;1.316319465637207
14;0.6597554683685303;0.9861520528793335;0.5786864757537842;1.3344767093658447
15;0.660287082195282;0.985380232334137;0.5551425218582153;1.3346813917160034
16;0.6613503694534302;0.9218625426292419;0.537794291973114;1.3918615579605103
17;0.6459330320358276;0.9665650129318237;0.5390334725379944;1.3347240686416626
18;0.6820840239524841;0.866227924823761;0.5303593277931213;1.4002070426940918
19;0.7049441933631897;0.8215740919113159;0.5588600039482117;1.3818094730377197
20;0.7033492922782898;0.8045201897621155;0.49566295742988586;1.5788034200668335
21;0.6767676472663879;0.9009379148483276;0.565055787563324;1.3013889789581299
22;0.7214247584342957;0.7545751929283142;0.524163544178009;1.4754295349121094
23;0.7235512733459473;0.7456607818603516;0.5613383054733276;1.4240901470184326
24;0.7272727489471436;0.7636972069740295;0.5638166069984436;1.4310557842254639
