epoch;accuracy;loss;val_accuracy;val_loss
0;0.24561403691768646;3.433499336242676;0.372986376285553;1.6503207683563232
1;0.34183943271636963;1.74915611743927;0.3928128778934479;1.6755845546722412
2;0.3710792064666748;1.6767281293869019;0.3990086615085602;1.680633544921875
3;0.39287611842155457;1.581299901008606;0.40768277645111084;1.6613225936889648
4;0.42052099108695984;1.5422368049621582;0.42007434368133545;1.541975736618042
5;0.45879849791526794;1.4732893705368042;0.38042131066322327;1.6617217063903809
6;0.4540138244628906;1.4647483825683594;0.47831475734710693;1.4659312963485718
7;0.4758107364177704;1.4089752435684204;0.5154894590377808;1.3801034688949585
8;0.5135565996170044;1.3608243465423584;0.4919454753398895;1.3974181413650513
9;0.5151515007019043;1.3337774276733398;0.5018587112426758;1.3845776319503784
10;0.5539606809616089;1.2513887882232666;0.5154894590377808;1.3803765773773193
11;0.5518341064453125;1.2336047887802124;0.48451054096221924;1.4460539817810059
12;0.5635300278663635;1.2167952060699463;0.5266419053077698;1.3827660083770752
13;0.5821371674537659;1.1683109998703003;0.524163544178009;1.368589162826538
14;0.5773524641990662;1.1635044813156128;0.5340768098831177;1.3629056215286255
15;0.6103136539459229;1.1101980209350586;0.5068153738975525;1.4145421981811523
16;0.5964912176132202;1.1027915477752686;0.5266419053077698;1.351217269897461
17;0.632110595703125;1.067925214767456;0.5229244232177734;1.3890374898910522
18;0.6262626051902771;1.048504114151001;0.551425039768219;1.3340855836868286
19;0.6273258924484253;1.0265288352966309;0.5477075576782227;1.373786211013794
20;0.6342371106147766;1.0125304460525513;0.5043370723724365;1.7387721538543701
21;0.6560340523719788;0.9764308929443359;0.5427509546279907;1.3915144205093384
22;0.6709197163581848;0.933075487613678;0.5043370723724365;1.4718676805496216
23;0.6810207366943359;0.8914508819580078;0.5229244232177734;1.509056806564331
24;0.6842105388641357;0.8921202421188354;0.5551425218582153;1.4437063932418823
25;0.6778309345245361;0.9192097783088684;0.45724907517433167;1.8664168119430542
26;0.6725146174430847;0.9091770052909851;0.5935564041137695;1.2987438440322876
27;0.6996278762817383;0.8513675332069397;0.5588600039482117;1.4642188549041748
28;0.7017543911933899;0.8505332469940186;0.5204461216926575;1.5120759010314941
29;0.711855411529541;0.8242061734199524;0.5315985083580017;1.5480455160140991
30;0.6943115592002869;0.836191713809967;0.553903341293335;1.445101022720337
31;0.7230196595191956;0.7655656337738037;0.5390334725379944;1.539037823677063
32;0.7373737096786499;0.7346668243408203;0.5130111575126648;1.652612566947937
33;0.7288676500320435;0.7622659206390381;0.5662949085235596;1.4887843132019043
34;0.7432217001914978;0.7135887742042542;0.5464683771133423;1.5881154537200928
35;0.7352471947669983;0.7006822228431702;0.5551425218582153;1.5879689455032349
36;0.7671451568603516;0.6444500088691711;0.5415117740631104;1.625241756439209
37;0.7735247015953064;0.6321868300437927;0.5638166069984436;1.7377995252609253
38;0.7309941649436951;0.7322368621826172;0.5278810262680054;1.780266523361206
39;0.7676767706871033;0.6627604365348816;0.5675340890884399;1.6652436256408691
