epoch;accuracy;loss;val_accuracy;val_loss
0;0.2610313594341278;1.9874393939971924;0.3085501790046692;1.789323091506958
1;0.3710792064666748;1.6943565607070923;0.42007434368133545;1.6305904388427734
2;0.4375332295894623;1.5689812898635864;0.448574960231781;1.5486055612564087
3;0.4853801131248474;1.4451929330825806;0.5216852426528931;1.4043437242507935
4;0.5204678177833557;1.3850880861282349;0.4423791766166687;1.5294750928878784
5;0.5332270264625549;1.3444987535476685;0.5415117740631104;1.3674520254135132
6;0.5534290075302124;1.2703303098678589;0.4733581244945526;1.369958519935608
7;0.5746943354606628;1.2454866170883179;0.49070632457733154;1.4777090549468994
8;0.5906432867050171;1.1972346305847168;0.5080544948577881;1.3621126413345337
9;0.6002126336097717;1.155547022819519;0.565055787563324;1.2503445148468018
10;0.6246677041053772;1.1307971477508545;0.5613383054733276;1.2420368194580078
11;0.6220095753669739;1.0908335447311401;0.5229244232177734;1.2632728815078735
12;0.6496544480323792;1.0582207441329956;0.5762081742286682;1.1975175142288208
13;0.648591160774231;1.0262744426727295;0.6009913086891174;1.1699634790420532
14;0.6730462312698364;0.9805606007575989;0.5551425218582153;1.2577441930770874
15;0.6709197163581848;0.9848527312278748;0.5600991249084473;1.238612413406372
16;0.6911217570304871;0.9324184656143188;0.5997521877288818;1.1498115062713623
17;0.6911217570304871;0.9164993166923523;0.48451054096221924;1.4047900438308716
18;0.6921849846839905;0.9057987928390503;0.5551425218582153;1.2809462547302246
19;0.707602322101593;0.8665693998336792;0.5972738265991211;1.1455904245376587
20;0.7304624915122986;0.8385347127914429;0.5786864757537842;1.2141610383987427
21;0.7171717286109924;0.8482989072799683;0.6034696698188782;1.1354484558105469
22;0.7416267991065979;0.7892628908157349;0.6344485878944397;1.098515510559082
23;0.7432217001914978;0.7914569973945618;0.6195786595344543;1.0663723945617676
24;0.751727819442749;0.7604784369468689;0.6418834924697876;1.0978831052780151
25;0.7533227205276489;0.7538305521011353;0.6084262728691101;1.116742730140686
26;0.747474730014801;0.7493448853492737;0.6257745027542114;1.108336091041565
27;0.7756512761116028;0.6991593241691589;0.6232961416244507;1.1002686023712158
28;0.7809675931930542;0.6821003556251526;0.5415117740631104;1.249030590057373
29;0.7894737124443054;0.6515886783599854;0.6084262728691101;1.183455467224121
30;0.8091440796852112;0.6229796409606934;0.6084262728691101;1.1771295070648193
31;0.7985114455223083;0.639957845211029;0.638166069984436;1.072212815284729
32;0.8261563181877136;0.5721776485443115;0.6394051909446716;1.067001223564148
33;0.8001063466072083;0.6127559542655945;0.613382875919342;1.1248159408569336
34;0.8128654956817627;0.6169707179069519;0.5947955250740051;1.156278371810913
35;0.819776713848114;0.5554236173629761;0.6369268894195557;1.0542370080947876
36;0.8426368832588196;0.505484402179718;0.5799256563186646;1.1573740243911743
37;0.8463582992553711;0.5081291198730469;0.565055787563324;1.2493382692337036
38;0.8399787545204163;0.5257376432418823;0.6617100238800049;1.0484753847122192
39;0.8692185282707214;0.4528755247592926;0.6195786595344543;1.0793430805206299
