epoch;accuracy;loss;val_accuracy;val_loss
0;0.27325889468193054;2.251107931137085;0.3915737271308899;1.6375402212142944
1;0.4013822376728058;1.6254631280899048;0.4275093078613281;1.6050835847854614
2;0.4380648732185364;1.5186021327972412;0.47707557678222656;1.4629008769989014
3;0.4837852120399475;1.4476451873779297;0.43990087509155273;1.4820795059204102
4;0.4869750142097473;1.385563611984253;0.5315985083580017;1.3333978652954102
5;0.5263158082962036;1.3420103788375854;0.5278810262680054;1.3319478034973145
6;0.5518341064453125;1.2467314004898071;0.5278810262680054;1.3189218044281006
7;0.567251443862915;1.2194914817810059;0.47087979316711426;1.458603024482727
8;0.6007443070411682;1.150016188621521;0.5328376889228821;1.2884390354156494
9;0.6289207935333252;1.0893657207489014;0.5600991249084473;1.267026662826538
10;0.6214779615402222;1.0718917846679688;0.5526641607284546;1.2677561044692993
11;0.627857506275177;1.051529884338379;0.5415117740631104;1.295180082321167
12;0.6480595469474792;0.9932906627655029;0.565055787563324;1.29066002368927
13;0.6544391512870789;0.9764481782913208;0.5737298727035522;1.2718369960784912
14;0.6650717854499817;0.927458643913269;0.5786864757537842;1.2441531419754028
15;0.6804891228675842;0.8903981447219849;0.5910780429840088;1.1971529722213745
16;0.7044125199317932;0.8548738360404968;0.553903341293335;1.388139247894287
17;0.7044125199317932;0.840177595615387;0.5662949085235596;1.363554835319519
18;0.7246145606040955;0.7657094597816467;0.5799256563186646;1.307604432106018
19;0.7448166012763977;0.7319656610488892;0.5662949085235596;1.323657751083374
20;0.7145135402679443;0.7741796374320984;0.5985130071640015;1.288581132888794
21;0.7347155809402466;0.7265141010284424;0.5613383054733276;1.5446323156356812
22;0.7437533140182495;0.7023118734359741;0.5786864757537842;1.3631359338760376
23;0.7533227205276489;0.6765239834785461;0.5997521877288818;1.2670035362243652
24;0.7804359197616577;0.6182834506034851;0.5700123906135559;1.4425992965698242
25;0.7650185823440552;0.6358679533004761;0.5415117740631104;1.690531849861145
26;0.7857522368431091;0.5990757346153259;0.5749689936637878;1.4223636388778687
27;0.8091440796852112;0.539056122303009;0.5997521877288818;1.443958044052124
28;0.8139287829399109;0.5125024318695068;0.6059479713439941;1.4603434801101685
29;0.8102073073387146;0.5264101028442383;0.5885997414588928;1.4357428550720215
30;0.8293461203575134;0.4742756187915802;0.5898389220237732;1.4642236232757568
