epoch;accuracy;loss;val_accuracy;val_loss
0;0.271664023399353;1.9229305982589722;0.3506815433502197;1.675294280052185
1;0.38064858317375183;1.6546506881713867;0.34324657917022705;1.6489583253860474
2;0.4417862892150879;1.5120855569839478;0.4349442422389984;1.4690362215042114
3;0.4832535982131958;1.436511754989624;0.448574960231781;1.4360605478286743
4;0.4864433705806732;1.3622076511383057;0.4919454753398895;1.3923835754394531
5;0.543328046798706;1.300372838973999;0.5105328559875488;1.367932677268982
6;0.5635300278663635;1.2407426834106445;0.5600991249084473;1.2443379163742065
7;0.5890483856201172;1.1859140396118164;0.49690210819244385;1.362044334411621
8;0.5842636823654175;1.1648563146591187;0.535315990447998;1.2907381057739258
9;0.5975545048713684;1.125289797782898;0.5167286396026611;1.3343383073806763
10;0.608718752861023;1.1046762466430664;0.5786864757537842;1.2473986148834229
11;0.6400850415229797;1.0310500860214233;0.5638166069984436;1.2655627727508545
12;0.6411483287811279;0.9922606348991394;0.5563816428184509;1.2842130661010742
13;0.6661350131034851;0.9464561343193054;0.5179677605628967;1.4564783573150635
14;0.6496544480323792;0.9930915236473083;0.5724906921386719;1.2604478597640991
15;0.6650717854499817;0.9390556812286377;0.5712515711784363;1.3293207883834839
16;0.7028176784515381;0.8671704530715942;0.5811648368835449;1.226461410522461
17;0.7081339955329895;0.8264614939689636;0.5848822593688965;1.318846344947815
18;0.7139819264411926;0.8071262240409851;0.5898389220237732;1.259548306465149
19;0.7155768275260925;0.7842701077461243;0.5687732100486755;1.3732784986495972
20;0.7272727489471436;0.765261709690094;0.5799256563186646;1.2916076183319092
21;0.7384369969367981;0.7298173904418945;0.5811648368835449;1.3570383787155151
22;0.7554492354393005;0.7070774435997009;0.5452292561531067;1.3949886560440063
23;0.7804359197616577;0.6432362198829651;0.5824039578437805;1.3410757780075073
24;0.7836257219314575;0.6135474443435669;0.551425039768219;1.5990723371505737
25;0.7698032855987549;0.6215388178825378;0.5836431384086609;1.4676132202148438
26;0.7857522368431091;0.582680344581604;0.5625774264335632;1.4286590814590454
27;0.7862839102745056;0.5828183889389038;0.5997521877288818;1.3734441995620728
28;0.7963849306106567;0.5451204180717468;0.5985130071640015;1.4457957744598389
29;0.8261563181877136;0.48138195276260376;0.5824039578437805;1.5356719493865967
30;0.8208400011062622;0.509273111820221;0.5786864757537842;1.5518555641174316
31;0.8527379035949707;0.4078142046928406;0.5960347056388855;1.5991623401641846
